7E0 02 10 01 00 00 00 00 00                       7E8 02 50 01 00 00 00 00 00   ;
7E0 02 10 03 00 00 00 00 00                       7E8 02 50 03 00 00 00 00 00   ;
7E0 02 3E 80 00 00 00 00 00                       7E8 02 7e 80 00 00 00 00 00   ;
7E0 02 10 01 00 00 00 00 00                       7E8 02 50 01 00 00 00 00 00   ;
7E0 02 10 03 00 00 00 00 00                       7E8 02 50 03 00 00 00 00 00   ;
7E0 02 3E 80 00 00 00 00 00                       7E8 02 7e 80 00 00 00 00 00   ;
7E0 02 27 01 00 00 00 00 00                       7E8 02 67 01 00 00 00 00 00   ;7
7E0 04 27 02 14 F1 00 00 00                       7E8 04 67 02 14 F1 00 00 00   ;7
7E0 03 22 F1 90 00 00 00 00                       7E8 03 62 F1 90 00 00 00 00   ;7
7E0 10 14 2E F1 90 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF                    7E8 10 54 2E F1 90 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ;7
