780 02 10 01 00 00 00 00 00                       788 02 50 01 00 00 00 00 00   ;
780 02 3E 80 00 00 00 00 00                       788 02 7e 80 00 00 00 00 00   ;
780 02 10 01 00 00 00 00 00                       788 02 50 01 00 00 00 00 00   ;
780 02 3E 80 00 00 00 00 00                       788 02 7e 80 00 00 00 00 00   ;
780 02 10 01 00 00 00 00 00                       788 02 50 01 00 00 00 00 00   ;7
780 02 3E 80 00 00 00 00 00                       788 02 7e 80 00 00 00 00 00   ;7
780 04 31 01 D0 01 55 55 55                       788 04 71 01 D0 01 55 55 55   ;7
780 04 31 03 D0 01 55 55 55                       788 04 71 03 D0 01 55 55 55   ;7
